Geneid	Length	670-105-B	670-105-F	670-1190-B	670-1190-F	670-34-B	670-34-F	716-23-B	716-23-F	716-4-B	716-4-F	716-6-B	716-6-F
sapp46372	4656	1	1	1	0	0	0	0	0	0	3	2	0
sapp46369	1643	26	0	55	2	41	3	32	12	49	5	33	12
sapp46380	1353	16	4	56	11	40	16	34	8	38	6	35	6
sapp46366	2475	376	199	671	471	572	417	707	442	632	427	699	405
sapp46362	1250	0	0	0	0	0	0	0	0	0	0	0	0
sapp46362	961	71	8	130	22	80	12	64	16	63	5	55	12
sapp46362	1272	5	0	8	1	11	0	3	1	7	1	3	0
sapp46363	2214	1359	683	1764	972	1766	1039	1625	1002	1723	950	1652	852
sapp46379	1737	0	0	0	0	1	0	1	0	1	0	0	0
sapp46375	1218	0	0	0	0	0	0	0	0	0	0	0	0
sapp46375	42	0	0	0	0	0	0	0	0	0	0	0	0
sapp46375	1588	15	7	27	14	25	11	7	4	25	11	33	8
sapp46375	179	0	0	0	0	0	0	0	0	0	0	0	0
sapp46375	1459	9	3	10	7	12	2	5	6	9	4	21	3
sapp46375	1092	1	0	3	0	5	2	2	3	8	17	3	11
sapp46375	142	42	14	68	28	40	16	36	24	35	11	67	24
sapp46375	139	12	3	7	2	9	3	5	2	5	2	11	4
sapp46360	210	0	0	1	0	2	0	0	0	0	0	0	0
sapp46374	570	0	0	1	0	0	0	0	0	0	0	1	1
sapp55595	252	0	0	0	0	0	0	0	0	0	0	0	0
sapp55595	300	0	0	0	0	0	0	0	0	0	0	0	0
sapp43000	720	0	0	0	0	0	0	0	0	0	0	1	1
sapp42999	237	5	0	1	2	1	6	6	7	4	0	10	1
sapp42999	324	11	1	2	5	0	3	7	1	3	4	8	2
sapp42999	1157	321	64	274	153	189	194	875	406	359	451	857	205
sapp42997	1338	929	2	1277	30	650	89	578	62	427	30	1159	24
sapp42998	1137	851	8	1408	57	806	111	640	101	620	72	826	32
sapp43006	1242	0	0	0	0	0	0	1	0	0	1	0	0
sapp43004	1112	126	52	191	81	125	84	78	51	85	45	116	34
sapp43005	1131	36	0	75	2	44	4	4	0	4	0	4	0
sapp43002	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp43009	3631	406	380	727	559	477	385	393	332	493	320	427	324
sapp43021	2180	309	480	413	714	348	660	333	489	351	450	388	375
sapp43017	2130	152	276	213	424	180	194	205	213	258	404	141	282
sapp43015	1773	292	1234	433	1783	424	585	486	738	541	965	786	1329
sapp43007	1261	181	250	259	379	229	243	176	275	236	296	237	241
sapp43020	2348	1381	5159	2016	9931	2019	4540	1740	4471	1897	3805	1933	4109
sapp43011	460	30	16	20	8	47	34	53	16	38	22	25	40
sapp43011	1506	498	353	480	488	754	705	750	554	697	750	679	622
sapp43011	64	5	2	5	0	2	4	6	4	5	3	6	4
sapp43013	3459	2078	787	2549	941	3588	1413	2131	1005	1889	769	1634	874
sapp43027	2091	0	66	0	657	0	14	2	43	10	191	3	278
sapp43025	2040	0	0	0	0	1	0	0	0	0	0	0	0
sapp43037	1317	0	0	0	0	0	0	0	0	0	0	0	0
sapp43024	3702	7	1	2	6	10	11	18	4	2	3	10	13
sapp43031	3590	1	1	2	125	2	3	14	358	13	149	74	652
sapp43032	519	128	1662	178	6168	80	866	274	4932	1088	8467	1298	8885
sapp43022	3779	1965	1313	3453	1963	2181	2300	2264	2037	2725	1608	2510	1494
sapp43028	1299	0	0	0	0	0	0	0	0	0	0	0	0
sapp43026	1203	0	2	0	10	0	1	0	2	0	6	0	4
sapp53140	552	0	0	0	0	0	0	0	0	0	0	0	0
sapp53136	1083	1	2	0	0	0	0	1	0	0	1	1	0
sapp53139	330	0	0	0	0	0	0	0	0	0	0	0	0
sapp53122	262	0	0	0	0	0	0	0	0	0	0	0	0
sapp53132	1443	3	2	1	2	2	1	3	2	0	1	4	1
sapp53141	708	0	0	0	0	0	0	0	0	0	0	0	0
sapp53121	1149	0	0	0	0	0	0	0	0	1	0	1	0
sapp53138	1878	10	10	5	15	4	5	9	28	7	13	15	33
sapp53135	879	18	7	26	13	14	15	23	9	12	16	30	5
sapp53129	336	0	0	0	0	1	0	0	0	0	0	0	0
sapp53133	942	3	0	1	1	1	3	0	0	1	1	5	2
sapp53130	447	0	0	0	0	0	0	0	0	0	0	0	0
sapp53128	2016	11	5	11	7	11	6	11	10	12	10	26	3
sapp53137	1083	19	18	11	50	15	22	13	28	17	18	9	51
sapp53033	1200	6	1	30	13	10	13	14	32	12	17	6	5
sapp49309	1086	5	6	10	12	16	11	16	20	21	20	14	13
sapp49311	282	0	0	0	0	0	0	0	0	0	0	0	0
sapp49313	423	0	0	0	0	0	0	0	0	0	0	0	0
sapp49317	627	210	176	340	232	336	222	353	223	291	145	227	164
sapp49319	1620	415	253	665	447	526	348	485	322	422	263	390	295
sapp49325	714	0	0	0	0	0	0	0	0	0	0	0	0
sapp49322	2309	51	0	86	2	84	3	41	2	144	13	60	7
sapp49318	615	2	5	1	11	1	3	0	0	0	1	0	0
sapp49315	2748	0	0	0	0	0	0	0	0	0	0	0	0
sapp49324	615	0	0	0	0	0	0	0	0	0	0	0	0
sapp55358	318	0	0	0	0	0	0	1	0	0	0	0	0
sapp55357	378	0	0	0	0	0	0	0	0	0	0	0	0
sapp53585	1444	21	29	31	155	41	2	54	31	55	46	72	83
sapp53584	414	44	55	83	168	80	0	19	9	77	94	62	137
sapp53214	1391	191	133	301	193	237	178	133	99	241	147	165	100
sapp53217	600	0	0	0	0	0	0	0	0	0	0	0	0
sapp53215	417	0	0	0	0	0	0	0	0	0	0	0	0
sapp53351	5435	629	570	940	889	810	791	757	625	760	570	764	547
sapp53354	711	0	0	4	0	4	0	3	2	0	0	0	1
sapp53347	456	3	4	7	18	10	10	2	2	4	7	8	3
sapp53352	720	1	0	4	1	2	1	1	3	4	1	3	2
sapp53350	2481	20	12	64	34	47	11	44	17	40	50	33	14
sapp47866	1492	762	134	1138	230	1255	446	758	298	685	172	530	204
sapp47862	573	0	0	0	0	0	0	0	0	0	0	0	0
sapp47865	2194	46	5	74	24	61	19	38	17	53	11	25	10
sapp47870	946	0	0	0	0	0	0	0	0	0	0	0	0
sapp47867	1692	61	14	42	9	31	15	116	30	124	34	110	30
sapp47869	585	0	0	0	0	0	0	0	0	0	0	0	0
sapp47861	375	0	0	0	0	0	0	0	0	0	0	0	0
sapp47868	292	0	0	0	0	0	0	0	0	0	0	0	0
sapp55649	843	0	0	0	0	0	0	1	0	0	0	0	0
sapp55651	1773	2	1	0	0	1	0	2	0	2	0	0	0
sapp52960	954	0	0	0	0	0	0	0	0	0	0	0	0
sapp52961	1641	1442	399	1860	802	1586	729	1298	1022	1562	870	1809	817
sapp52962	2833	581	2510	586	4024	794	2822	689	2962	1361	2988	897	3399
sapp48342	1272	246	108	316	193	241	143	224	95	208	109	194	91
sapp48342	214	0	0	0	0	0	0	0	0	0	0	0	0
sapp48342	347	41	25	71	37	21	7	9	5	16	3	15	2
sapp48342	122	0	0	0	0	0	0	0	0	0	0	0	0
sapp48342	70	0	0	0	0	0	0	0	0	0	0	0	0
sapp48342	234	0	0	0	0	0	0	0	0	0	0	0	0
sapp48342	212	0	0	0	0	0	0	0	0	0	0	0	0
sapp48342	671	1	0	1	0	1	0	0	0	1	0	0	0
sapp48342	745	6	3	16	13	7	8	7	10	13	3	10	2
sapp48345	458	0	0	0	0	0	0	0	0	0	0	0	0
sapp48345	175	0	0	0	0	0	0	0	0	0	0	0	0
sapp48345	490	15	9	57	11	31	11	6	13	17	19	24	7
sapp48345	2051	81	150	1402	237	550	172	285	129	304	176	351	131
sapp48345	1858	21	21	217	81	125	53	48	41	38	32	51	33
sapp48343	375	0	0	0	1	1	0	0	1	1	3	0	1
sapp48347	450	0	1	0	0	0	0	0	0	0	0	0	0
sapp47010	1038	568	145	789	196	620	162	492	252	631	173	634	193
sapp47012	1550	183	28	262	50	170	81	152	55	228	66	184	68
sapp47011	1290	268	45	375	65	287	86	238	48	302	44	262	56
sapp47007	1927	27	1	77	7	56	3	33	8	51	1	44	8
sapp47013	3659	164	365	212	490	285	445	260	481	331	634	268	498
sapp47018	933	596	8	663	16	293	37	337	29	278	21	776	16
sapp47021	1068	0	1	0	0	1	28	1	0	1	3	0	0
sapp47019	1425	384	238	600	441	454	332	411	341	380	269	510	263
sapp47020	999	1	0	0	3	3	1	2	5	2	4	3	7
sapp47024	1473	1	0	4	0	0	0	0	1	0	0	0	0
sapp47026	1787	160	27	268	82	281	69	120	41	146	57	293	47
sapp47016	1282	1398	453	1504	718	1520	746	1249	608	1225	579	1838	684
sapp47023	1027	498	450	732	627	688	594	642	624	593	641	835	918
sapp47014	1910	808	177	896	239	799	268	674	276	589	210	1081	448
sapp47038	4196	754	3952	560	5189	1006	4722	806	6020	2252	7173	1112	6611
sapp47047	714	24	7	133	4	71	5	7	12	9	0	23	0
sapp47052	552	0	0	0	0	0	0	0	0	0	0	0	0
sapp47052	956	0	0	37	18	75	26	33	31	21	3	2	4
sapp47052	640	0	0	0	0	0	0	0	0	0	0	0	0
sapp47029	2030	1878	298	2564	611	2261	757	1604	625	1814	688	2551	752
sapp47050	1374	11	24	20	56	17	49	16	31	23	43	27	27
sapp47041	2169	145	103	267	126	210	116	221	142	244	109	248	111
sapp47044	4127	1071	1065	1807	1651	1421	1494	1137	919	1259	1005	1327	888
sapp47044	1229	0	0	0	1	0	0	0	1	0	0	0	0
sapp47044	1311	0	0	0	0	0	0	0	0	0	0	0	0
sapp47042	306	2	0	3	2	3	0	0	2	2	0	2	1
sapp47039	1547	470	642	926	944	927	679	501	721	604	700	492	809
sapp47048	600	6	8	4	2	0	7	3	2	2	5	0	0
sapp47037	1484	61	30	25	31	83	74	59	47	46	44	54	42
sapp47027	2854	4766	35260	3318	55791	9199	46198	7887	67067	23582	68815	9562	63801
sapp47051	2706	302	236	391	453	352	336	311	317	320	263	303	258
sapp47035	1528	109	52	211	107	184	101	136	60	144	45	119	79
sapp47030	2273	221	224	343	322	277	325	380	306	367	306	351	353
sapp47043	1911	276	342	501	497	370	469	283	282	310	275	308	245
sapp47046	195	0	0	0	1	0	0	0	0	0	0	0	0
sapp47032	1179	104	59	175	112	154	84	136	47	110	44	124	48
sapp55552	839	17	0	60	1	55	0	1	0	1	0	1	0
sapp51523	4015	0	0	0	0	0	0	0	0	0	0	0	0
sapp51537	1875	14	7	30	2	14	4	21	4	40	5	24	8
sapp51536	1792	635	550	801	686	771	554	540	456	687	686	438	451
sapp51529	1880	332	456	575	854	447	559	575	945	708	902	657	667
sapp51525	2178	576	1054	743	1975	806	1196	791	1024	718	1226	698	1173
sapp51544	3182	100	449	114	503	172	547	184	697	314	645	190	781
sapp51530	1809	260	235	359	418	325	286	356	313	296	385	348	261
sapp51527	1618	119	98	38	86	146	197	300	225	249	210	209	279
sapp51542	1908	1069	1018	1591	1517	1614	1455	1502	1879	1603	1404	1635	1880
sapp51531	1038	247	147	416	258	313	206	239	154	219	152	269	152
sapp51540	901	1626	377	2328	811	1739	716	1196	557	1365	674	2283	603
sapp51541	1557	1	1	1	5	4	0	0	2	1	7	1	3
sapp51541	1367	0	0	0	0	0	0	0	0	0	0	0	0
sapp51541	554	0	0	0	0	0	0	0	0	0	0	0	0
sapp51541	95	0	0	0	0	0	0	0	0	0	0	0	0
sapp51541	1735	21	51	37	57	25	50	31	32	41	71	26	45
sapp51541	103	1	1	0	2	1	1	0	0	1	0	1	0
sapp51547	525	0	0	0	0	0	0	0	0	0	0	0	0
sapp51547	433	0	0	0	0	0	0	0	0	0	0	0	0
sapp51547	579	10	18	6	9	1	6	8	1	28	4	14	2
sapp51526	2240	352	34	623	23	427	25	203	29	459	11	287	22
sapp51538	1522	1385	2456	1494	3952	1562	2544	1575	2807	1520	2986	1922	3005
sapp51539	1502	89	3	302	2	140	8	102	6	165	1	108	3
sapp51524	1601	1	3	0	10	2	6	0	3	1	10	1	4
sapp51534	507	5	1	12	1	5	0	0	0	0	3	2	0
sapp51532	474	4	4	9	6	6	4	4	2	6	7	1	5
sapp51522	429	0	0	0	0	1	0	0	2	6	12	0	14
sapp55356	3133	305	2617	45	755	96	538	372	2723	1046	3311	584	4179
sapp17347	3546	39	392	14	733	38	499	45	600	319	1029	98	805
sapp17349	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp17353	4285	479	326	731	572	553	443	572	475	580	412	574	379
sapp17357	764	15	4	11	7	13	6	10	2	9	9	12	6
sapp17352	1242	39	6	119	22	86	8	24	6	22	7	31	13
sapp17358	1897	196	300	383	528	325	393	269	382	355	400	271	370
sapp17355	1613	27	9	51	25	40	18	31	8	35	15	34	18
sapp17363	998	96	262	66	219	162	311	110	344	248	494	102	338
sapp17362	1579	26	23	25	60	29	29	20	50	38	39	18	38
sapp17360	4674	215	10	552	25	303	28	278	32	357	35	335	30
sapp17368	1174	715	349	1110	696	976	562	807	638	833	508	866	495
sapp17365	621	20	8	39	7	38	16	43	14	33	7	30	19
sapp17359	537	114	59	149	76	147	109	139	69	113	49	112	82
sapp17361	674	0	0	0	0	0	0	0	0	0	0	0	0
sapp17361	1795	3	1	2	4	4	4	13	9	4	6	6	6
sapp17361	593	0	0	0	0	0	0	0	0	0	0	0	0
sapp17379	2622	140	6	251	18	190	29	230	56	202	12	182	24
sapp17376	1060	201	309	260	455	257	312	225	290	263	289	225	266
sapp17376	1182	0	0	0	0	0	0	0	0	0	0	0	0
sapp17376	1347	0	0	0	1	0	0	0	0	0	0	0	0
sapp17377	735	91	179	117	341	172	155	101	202	156	242	176	325
sapp17374	1320	181	111	369	138	362	244	335	188	416	189	323	135
sapp17378	1218	300	52	423	103	300	91	307	90	234	77	435	117
sapp17371	597	8	46	9	23	6	33	10	51	15	63	33	36
sapp17373	1320	481	96	928	166	672	203	595	287	765	154	436	123
sapp17388	831	93	1087	83	2080	164	523	171	577	272	879	135	1272
sapp17383	1479	0	1	0	0	0	0	0	0	0	0	0	1
sapp17381	282	0	0	0	0	0	0	0	0	0	0	0	0
sapp17381	708	331	710	531	1069	496	903	438	1039	679	1227	541	925
sapp17381	386	0	0	0	1	0	0	0	0	0	0	1	0
sapp17380	1107	303	23	98	75	248	222	425	102	252	118	338	148
sapp17385	813	8	8	10	17	17	13	20	5	14	13	18	17
sapp17382	775	128	8	248	14	171	51	227	26	306	13	209	36
sapp17384	276	0	0	0	0	0	0	0	0	0	0	0	0
sapp17384	1277	50	42	80	85	38	69	55	39	58	57	52	41
sapp17384	3358	318	330	521	425	393	422	371	292	430	286	357	282
sapp17389	1713	645	478	1112	964	1083	693	863	660	867	537	793	617
sapp17392	2286	542	855	564	811	539	559	540	2428	1115	2237	798	4372
sapp17391	501	0	0	0	0	0	0	0	0	0	0	0	0
sapp17397	1687	29	10	38	24	18	15	43	13	28	24	64	22
sapp17400	2927	6	6	22	13	8	4	6	2	11	10	6	9
sapp17396	1878	54	2	134	4	70	10	34	4	56	6	49	5
sapp17402	450	0	0	0	0	0	0	1	0	0	0	0	0
sapp17399	1818	263	91	360	122	293	125	279	82	309	145	336	94
sapp17395	330	0	0	0	1	0	0	2	2	0	0	1	0
sapp17393	1158	91	72	120	110	108	88	138	131	135	66	137	139
sapp17408	1383	0	0	0	0	2	1	1	3	16	4	3	1
sapp17404	5287	723	783	866	963	902	902	828	802	977	810	766	835
sapp17407	453	0	0	0	1	0	0	0	0	0	0	0	0
sapp17409	1719	18	0	37	4	22	5	32	1	18	3	13	0
sapp17403	1150	299	15	118	1	165	59	218	8	221	15	446	40
sapp17401	4178	74	60	166	101	121	72	140	46	193	99	106	45
sapp17410	444	0	0	0	0	0	0	0	0	0	0	0	0
sapp17412	4167	201	140	396	227	279	177	250	165	286	166	225	142
sapp17420	4248	101	97	177	193	132	158	165	193	200	147	143	157
sapp17411	876	287	207	468	359	355	259	268	197	359	228	294	185
sapp17417	1349	83	28	128	61	82	52	57	45	68	27	63	32
sapp17423	3240	1599	0	1535	0	900	0	1101	93	1138	0	1129	1
sapp17414	1190	330	233	573	426	311	294	458	213	413	239	549	274
sapp17416	1909	597	55	1674	103	2016	190	2399	483	796	222	930	108
sapp17418	1398	400	43	1003	186	823	218	477	441	489	66	454	119
sapp17425	1372	39	20	69	18	33	23	52	21	65	18	44	12
sapp17424	1218	87	0	146	3	78	11	177	11	124	7	181	8
sapp17430	1200	66	37	114	49	76	105	93	95	75	154	79	71
sapp17426	3477	246	252	249	281	344	359	332	434	365	561	257	385
sapp17432	1797	0	0	0	0	0	0	0	0	0	0	0	0
sapp17428	369	107	71	217	184	234	119	68	79	150	183	141	105
sapp17433	519	0	0	0	0	0	0	0	0	0	0	0	0
sapp17429	422	0	0	0	0	0	0	0	0	0	0	0	0
sapp17429	133	0	0	0	0	0	0	0	0	0	0	0	0
sapp17429	978	177	132	334	265	251	147	168	119	182	112	167	119
sapp17429	586	224	181	464	414	378	257	304	243	331	201	331	167
sapp17429	123	0	0	3	0	0	0	1	0	0	0	0	0
sapp17431	537	0	0	0	0	0	0	0	0	0	0	0	0
sapp17436	1194	149	97	223	112	215	160	125	98	149	81	136	67
sapp17435	1392	656	462	1199	574	862	955	598	435	1061	451	437	273
sapp17434	1823	3	9	13	116	5	42	9	19	9	7	8	12
sapp17442	483	0	0	0	0	0	0	0	0	0	0	0	0
sapp17439	2017	46	40	101	40	42	31	76	45	108	60	58	23
sapp17437	1348	2	1	2	0	0	0	1	0	3	2	1	0
sapp17441	2744	682	267	879	530	690	473	645	437	747	400	787	319
sapp17438	2727	1	0	0	0	1	0	0	3	0	0	0	2
sapp17449	1191	41	29	31	79	56	45	82	72	60	74	45	40
sapp17447	2611	1140	1401	1303	1893	1088	1720	1206	1146	1204	1617	1299	1265
sapp17450	1318	615	213	1443	276	877	299	745	210	746	173	599	195
sapp17446	1185	1	0	11	0	4	0	17	0	4	1	9	3
sapp17451	1617	389	34	506	91	414	206	389	187	351	192	440	57
sapp17445	1171	13	1	10	0	7	3	27	0	18	5	29	0
sapp17443	1540	249	28	468	43	294	90	277	43	218	30	241	27
sapp17456	1196	802	5111	1099	9224	1384	7109	1140	5823	2249	5164	1116	6059
sapp17454	9360	261	373	138	548	202	372	219	294	227	536	200	347
sapp17459	1901	97	63	102	74	133	91	155	121	116	66	130	114
sapp17452	243	44	66	19	71	36	49	28	50	41	101	29	68
sapp17457	2169	1577	1165	2552	1621	1774	993	1820	1180	1910	1111	2190	1399
sapp17455	2562	0	0	0	0	0	0	0	0	0	0	0	0
sapp17473	1311	363	161	642	315	488	233	426	270	453	219	407	235
sapp17475	990	2	12	0	7	1	17	0	11	3	6	2	10
sapp17461	1345	0	0	0	0	0	0	0	0	0	0	0	0
sapp17461	5139	705	323	1075	523	840	475	716	473	862	419	944	443
sapp17461	1426	0	0	0	0	0	0	0	0	0	0	0	0
sapp17472	519	0	0	0	0	1	2	0	1	0	3	0	0
sapp17477	2124	272	89	444	202	276	241	223	208	249	251	264	142
sapp17463	1701	0	0	0	0	0	1	3	0	0	0	2	0
sapp17468	1089	0	0	0	0	0	0	0	0	0	0	0	0
sapp17466	1161	0	0	0	0	0	0	0	0	0	0	0	0
sapp17471	138	0	0	0	0	0	0	0	0	0	0	0	0
sapp17465	1254	0	0	0	1	0	0	0	0	0	0	0	0
sapp17464	1197	0	0	0	0	2	0	1	0	0	0	0	0
sapp17470	274	0	0	0	0	0	0	0	0	0	0	0	0
sapp17469	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp17484	2465	91	131	42	141	154	165	194	189	169	161	151	190
sapp17490	1646	630	3843	336	5931	871	4366	1004	6416	2245	7175	1129	6637
sapp17494	1728	148	63	112	92	221	101	250	125	669	46	298	32
sapp17495	2017	74	31	85	14	69	20	52	29	48	11	29	6
sapp17481	709	494	251	590	459	565	334	516	337	508	340	698	482
sapp17493	468	0	0	1	0	0	1	2	1	2	0	0	0
sapp17488	1203	181	69	321	150	265	77	205	92	219	75	228	65
sapp17483	1038	5	0	7	0	3	1	5	0	2	0	5	0
sapp17480	4210	247	1616	193	1940	435	1965	393	2814	1306	4073	543	3509
sapp17478	1408	614	69	755	133	658	218	675	143	764	158	535	119
sapp17489	1374	66	10	95	28	70	33	57	14	49	10	51	13
sapp17496	1362	1	0	11	1	0	1	0	0	2	0	0	0
sapp17485	2005	503	312	786	591	715	509	597	599	663	383	686	394
sapp17492	1778	294	95	411	182	342	189	320	205	343	171	382	166
sapp17487	1615	181	139	343	219	212	192	171	179	222	203	251	112
sapp54510	1152	121	72	84	54	86	59	13	12	27	13	26	20
sapp54511	2514	1050	64	900	179	561	122	910	372	555	187	633	151
sapp54508	291	0	0	0	0	0	0	0	0	0	0	0	0
sapp54509	327	0	0	0	0	0	0	0	0	0	0	0	0
sapp46445	411	0	0	0	0	0	0	0	0	0	0	0	0
sapp46453	1423	0	0	0	1	0	3	0	0	0	0	0	0
sapp46450	1014	0	0	2	2	0	1	0	0	1	0	0	0
sapp46448	1976	211	209	464	364	354	258	299	300	339	216	266	185
sapp46446	1512	26	127	54	210	35	166	28	131	10	34	7	28
sapp46456	5481	978	182	1378	285	1091	218	844	501	1138	309	987	246
sapp46455	447	4	2	11	0	8	3	10	2	3	0	2	2
sapp46460	343	9	6	3	3	3	3	6	4	6	10	5	4
sapp46458	675	0	0	0	0	0	0	0	0	0	0	0	0
sapp46467	844	119	222	86	215	99	168	77	140	107	155	105	213
sapp46466	1892	1078	608	1789	1029	1407	943	1033	805	1252	721	1089	652
sapp46468	1476	326	99	485	181	327	207	225	132	287	115	254	129
sapp46462	558	0	0	0	0	0	0	0	0	0	0	0	0
sapp46463	553	0	0	0	0	0	0	0	0	0	0	0	0
sapp46461	312	2	0	5	0	1	0	0	0	0	2	6	4
sapp46464	222	0	0	0	0	0	0	0	0	0	0	0	0
sapp46071	2667	216	280	425	350	398	203	247	229	272	181	361	258
sapp46076	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp46072	582	384	1853	386	2250	223	1479	423	2016	445	1916	482	2002
sapp46070	2350	320	391	600	524	394	240	362	327	350	521	379	354
sapp46077	1122	0	0	2	0	1	0	0	0	0	0	0	0
sapp46075	420	1	0	2	0	0	0	0	0	3	0	0	0
sapp46092	1448	94	13	295	71	170	49	104	29	81	33	107	20
sapp46085	672	0	0	0	0	0	0	0	0	0	0	0	0
sapp46081	672	0	0	0	0	0	0	0	0	0	0	0	0
sapp46089	3026	130	165	224	263	212	200	140	154	179	130	138	161
sapp46088	951	0	0	1	0	0	0	0	0	0	0	1	0
sapp46094	942	0	0	0	0	0	0	0	0	0	0	0	0
sapp46097	3000	15	3	13	6	13	0	16	9	18	7	14	8
sapp46093	2514	6	2	3	2	7	18	24	32	8	4	9	20
sapp46080	663	0	0	0	0	0	0	0	0	0	0	0	0
sapp46086	798	0	0	0	0	0	0	0	0	0	0	0	0
sapp46082	558	0	0	0	0	0	0	0	0	0	0	0	0
sapp46095	480	0	0	0	0	0	0	0	0	0	0	0	0
sapp06612	1816	489	343	797	886	656	488	516	405	509	527	689	459
sapp06622	687	191	257	344	358	258	284	248	302	240	228	276	250
sapp06621	2046	10	4	9	8	7	5	1	4	8	5	7	1
sapp06623	594	189	218	337	299	236	235	268	246	234	207	271	242
sapp06624	1980	612	80	666	176	636	263	756	211	826	198	888	225
sapp06626	2853	973	153	285	293	1253	692	1981	559	1055	274	1069	729
sapp06632	1700	82	3	84	19	130	70	210	106	206	92	167	71
sapp06628	2291	403	391	432	335	486	447	602	503	630	517	512	551
sapp06637	510	0	0	0	0	0	0	0	0	0	0	0	0
sapp06638	2090	43	92	41	105	32	97	61	158	80	164	72	170
sapp06633	3621	95	80	151	108	153	100	193	131	197	131	138	113
sapp06636	477	266	6	342	6	356	21	309	36	238	5	159	12
sapp06630	1987	3832	20163	1831	32022	4292	22449	1160	6570	2281	5579	3296	20304
sapp06641	1309	1480	272	1919	750	1558	655	876	530	1061	505	1536	558
sapp06641	105	31	15	37	32	33	26	19	25	33	24	32	24
sapp06627	772	12	2	10	3	4	7	16	14	17	14	19	11
sapp06651	1758	1	1	7	5	11	12	6	3	9	2	14	5
sapp06642	4188	244	183	454	373	367	278	302	214	307	245	278	173
sapp06652	2561	185	95	222	165	227	208	247	180	268	151	195	176
sapp06644	1764	0	1	0	1	0	0	0	0	0	0	0	0
sapp06649	869	95	48	159	78	119	33	87	15	82	36	120	43
sapp06656	870	9	0	21	0	18	4	24	4	19	3	13	5
sapp06654	219	0	1	3	1	0	2	1	2	1	1	2	0
sapp06650	1356	0	0	2	0	0	0	0	0	0	0	0	0
sapp06653	1770	27	34	43	51	35	53	43	40	43	29	41	15
sapp06643	2848	601	293	921	516	672	521	701	422	667	443	611	327
sapp06648	528	9	0	2	0	4	1	5	3	3	0	7	3
sapp06646	1398	1	0	3	2	2	3	3	0	0	0	1	1
sapp06647	396	0	0	5	6	0	0	0	2	0	0	2	0
sapp06667	2860	338	320	526	447	472	433	473	558	596	492	381	421
sapp06670	1760	994	56	1154	75	662	193	1043	146	997	155	1257	212
sapp06665	1223	134	116	246	168	190	101	195	93	224	91	182	99
sapp06659	3433	1432	2196	2151	3245	2251	2510	1554	1947	1757	1997	1720	2086
sapp06659	237	5	5	4	3	2	5	2	2	1	3	6	3
sapp06659	189	0	0	0	0	0	0	0	0	0	0	0	0
sapp06664	444	907	646	1550	1044	1329	1105	1078	986	1148	711	1088	767
sapp06657	1074	163	1222	139	1350	350	1630	284	2024	709	2134	347	2523
sapp06671	1700	81	22	87	31	72	36	67	14	52	16	105	22
sapp06658	1650	0	0	0	0	0	0	0	0	0	0	0	2
sapp06662	1179	654	221	948	371	886	433	665	316	732	313	730	325
sapp06669	474	2	0	11	1	21	7	3	1	0	0	8	0
sapp06666	824	0	0	1	0	1	3	4	1	2	1	4	2
sapp06672	807	97	76	158	139	119	98	92	92	135	113	178	126
sapp06674	1663	70	35	102	62	115	58	112	70	113	63	111	72
sapp06678	4610	136	17	253	19	127	24	137	22	186	29	88	7
sapp06675	3972	86	4	154	23	99	38	95	18	90	13	169	16
sapp06683	794	1438	798	2504	1217	1880	872	794	630	1077	650	1334	891
sapp06682	744	0	0	0	0	0	0	0	0	1	0	0	0
sapp06679	5201	41	95	39	85	67	138	201	190	213	176	82	112
sapp06673	2086	430	160	668	323	475	296	452	192	475	209	474	162
sapp06676	129	0	0	0	1	0	0	0	0	0	0	2	0
sapp06676	583	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	51	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	27	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	342	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	84	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	2247	63	26	92	44	44	20	5	1	5	2	9	1
sapp06676	500	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	2063	1	1	7	2	0	2	0	0	1	0	1	1
sapp06676	2444	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	32	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	114	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	63	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	114	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	247	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	504	7	3	4	9	9	7	3	3	3	5	11	7
sapp06676	802	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	370	0	0	0	0	0	0	0	0	0	0	0	0
sapp06676	2929	0	0	0	0	0	0	0	0	0	0	0	2
sapp06676	1446	562	417	819	656	697	723	212	186	165	168	822	711
sapp06676	810	0	0	1	2	0	0	0	1	0	0	0	0
sapp06676	428	265	271	363	372	334	390	166	164	143	131	425	342
sapp06692	637	609	172	548	258	622	281	787	291	761	309	1213	444
